% WAM data: Derived from the data taken on 10.07.2013 with Ag 3d doublet, 
% only the high-energy peak, Ek~350eV, range +/-14deg, Uconv=-0.1*Ep 
   1.0000000e+00   3.0000000e+01   5.7549797e-08   2.1158619e-07  -3.3674509e-05  -8.4042108e-05
   1.0000000e+00   3.5000000e+01   1.0505235e-07   7.1089350e-07  -5.1345310e-05  -1.5238416e-04
   1.0000000e+00   4.0000000e+01   9.2186459e-08   6.4460407e-07  -4.5949043e-05  -1.3554235e-04
   1.0000000e+00   5.0000000e+01   7.0686093e-08   5.2940559e-07  -3.9347857e-05  -1.1235947e-04
   1.0000000e+00   6.0000000e+01   5.6283692e-08   4.5041152e-07  -3.3508238e-05  -9.4024728e-05
   1.0000000e+00   7.0000000e+01   4.6072350e-08   3.8347197e-07  -3.0571355e-05  -8.1005505e-05
   1.0000000e+00   8.0000000e+01   2.9146535e-08   2.2734112e-07  -2.4364012e-05  -5.0864007e-05
   1.0000000e+00   9.0000000e+01   2.5496097e-08   1.9852660e-07  -2.4291307e-05  -4.4976466e-05
   1.0000000e+00   1.0000000e+02   3.1989259e-08   2.4854284e-07  -2.8141413e-05  -5.4139857e-05
   1.0000000e+00   1.1000000e+02   2.7389427e-08   2.5019251e-07  -2.6970258e-05  -5.4302099e-05
   1.0000000e+00   1.2000000e+02   2.2344655e-08   2.3894543e-07  -2.5521078e-05  -5.1900527e-05
   1.0000000e+00   1.3000000e+02   2.0850462e-08   2.2253980e-07  -2.4625183e-05  -4.9655316e-05
   1.0000000e+00   1.5000000e+02   1.8535201e-08   2.1325583e-07  -2.3211084e-05  -4.6419003e-05
   1.0000000e+00   1.7000000e+02   1.7530471e-08   1.9432319e-07  -2.2085372e-05  -4.2948120e-05
   1.0000000e+00   1.9000000e+02   1.7808490e-08   1.9211485e-07  -2.1718196e-05  -4.1936317e-05
   1.0000000e+00   2.1000000e+02   1.6743817e-08   1.7716850e-07  -2.1202846e-05  -3.9064115e-05
   1.0000000e+00   2.3000000e+02   1.5972928e-08   1.6835411e-07  -2.0703645e-05  -3.7292074e-05

% MAM data: Derived from the data taken on 06.02.2014 with Au 4f doublet, 
% only the high-energy peak, Ek=600eV, range +/-10deg, Uconv=-0.1*Ep 
   2.0000000e+00   5.0000000e+01  -5.1437913e-08  -1.2542236e-08  -1.7764284e-05  -3.7514664e-05
   2.0000000e+00   6.0000000e+01  -1.8041414e-08  -2.4458453e-08  -2.3996694e-05  -4.1370343e-05
   2.0000000e+00   7.0000000e+01   2.9236181e-08   1.2566237e-07  -2.9297142e-05  -5.2360323e-05
   2.0000000e+00   8.0000000e+01   1.2752606e-08   7.8533778e-08  -2.7479533e-05  -4.9415261e-05
   2.0000000e+00   9.0000000e+01   7.5112234e-09   2.0679238e-08  -2.5652457e-05  -4.2271472e-05
   2.0000000e+00   1.0000000e+02  -1.4011202e-08   2.8402782e-09  -2.2424522e-05  -3.9853476e-05
   2.0000000e+00   1.1000000e+02   4.0507111e-09   5.9354326e-08  -2.4315809e-05  -4.3545690e-05
   2.0000000e+00   1.2000000e+02   1.5488383e-08   8.7218602e-08  -2.5835792e-05  -4.4856094e-05
   2.0000000e+00   1.3000000e+02   4.8677328e-09   1.4383923e-07  -2.3652203e-05  -4.6226302e-05
   2.0000000e+00   1.5000000e+02  -5.7244407e-08  -5.8666841e-08  -1.7606347e-05  -3.4487768e-05
   2.0000000e+00   1.7000000e+02  -4.1382132e-08  -2.8961874e-08  -1.9501614e-05  -3.6009241e-05
   2.0000000e+00   1.9000000e+02  -2.2639470e-08   3.7623335e-09  -2.1696643e-05  -3.8397051e-05
   2.0000000e+00   2.1000000e+02  -1.2801735e-08  -2.3204288e-08  -2.2944474e-05  -3.6757262e-05
   2.0000000e+00   2.4000000e+02  -1.1737097e-08  -5.1748812e-09  -2.2853740e-05  -3.6909846e-05
   2.0000000e+00   2.8000000e+02  -7.8257657e-09   1.2411199e-08  -2.3460122e-05  -3.7130127e-05
   2.0000000e+00   3.2000000e+02   2.7760873e-09   2.3242272e-08  -2.4619223e-05  -3.7341181e-05
   2.0000000e+00   3.6000000e+02  -1.5466724e-08  -1.2627854e-08  -2.2548439e-05  -3.4346397e-05
   2.0000000e+00   4.0000000e+02  -1.8199853e-08  -1.9653684e-08  -2.2350511e-05  -3.3019789e-05

% LAD data: Derived from the data taken on 10.07.2013 with As 3d doublet, 
% average of two peaks, Ek~450eV, range +/-7deg, Uconv=-0.1*Ep
   3.0000000e+00   2.0000000e+01  -5.6590710e-07   3.7657977e-07  -4.5918343e-05  -1.5095901e-04
   3.0000000e+00   2.5000000e+01  -4.7487888e-08   8.0426266e-07  -5.3329296e-05  -1.0409184e-04
   3.0000000e+00   3.0000000e+01   4.6092656e-08   5.1490354e-07  -5.7203510e-05  -9.6523178e-05
   3.0000000e+00   4.0000000e+01  -3.9284756e-08   5.1742300e-07  -5.2464655e-05  -5.7580797e-05
   3.0000000e+00   5.0000000e+01  -9.4676429e-08   3.5994451e-07  -5.5091213e-05  -4.8691923e-05
   3.0000000e+00   6.0000000e+01  -1.7565702e-09   3.6889550e-07  -5.9880389e-05  -4.8252266e-05
   3.0000000e+00   7.0000000e+01  -2.0084433e-08   4.1847882e-07  -5.8378467e-05  -4.8201603e-05
   3.0000000e+00   8.0000000e+01  -8.1540589e-09   3.3351325e-07  -5.7895254e-05  -4.5131684e-05
   3.0000000e+00   1.0000000e+02   6.1610583e-10   4.3373624e-07  -5.9036927e-05  -4.7745530e-05
   3.0000000e+00   1.2000000e+02  -6.0724832e-09   3.4058051e-07  -5.8828172e-05  -4.3386438e-05
   3.0000000e+00   1.4000000e+02   2.5038671e-08   2.7496880e-07  -6.0021915e-05  -3.9312189e-05
   3.0000000e+00   1.6000000e+02   2.1618208e-09   2.6940645e-07  -5.9964532e-05  -3.9010305e-05
   3.0000000e+00   1.8000000e+02   9.8608825e-09   2.5477795e-07  -6.0625964e-05  -3.6786976e-05
   3.0000000e+00   2.2000000e+02   3.6290369e-08   2.3779143e-07  -6.1622441e-05  -3.2874057e-05
   3.0000000e+00   2.6000000e+02   3.4024333e-08   2.3038477e-07  -6.0573206e-05  -3.1100064e-05
   3.0000000e+00   2.6000000e+02   3.4024333e-08   2.3038477e-07  -6.0573206e-05  -3.1100064e-05
