% Calibration data is taken with slit array, hv=1keV, Uconv=0.1*Ep.
% WAM (mode=1) and LAD (mode=3) data taken on 26.02.2013, Ek=350eV for WAM and 600eV for LAD; 
% for WAM the Ep=40eV is missing; the WAM angular scale zero slightly drifted with Ep.
% MAM (mode=2)data taken on 30.01.2014, Ek=600eV. 
   1.0000000e+00   1.1666667e+01   7.8486451e-01   2.6252806e-03   3.5512691e-04  -7.4497438e-01  -2.4580483e-02  -3.7022362e-03  -1.3631077e-01   1.4317764e-01   6.5564314e-02
   1.0000000e+00   1.0000000e+01   9.4499244e-01   1.7689033e-03  -3.8234004e-04   1.3925957e-02  -1.6661738e-02   8.9034796e-04  -1.6619161e+00   6.0289210e-02   3.5817790e-02
   1.0000000e+00   7.0000000e+00   9.3235873e-01   1.8190070e-03  -2.7861773e-04   7.3757226e-02  -1.8692558e-02   6.4249864e-04   7.5243953e-02   4.9788753e-02   2.0103766e-02
   1.0000000e+00   5.8333333e+00   9.3524064e-01   1.8917568e-03  -2.7576215e-04   6.5569738e-02  -2.2072579e-02   9.0871021e-04  -2.2796855e-01   5.3575007e-02   2.4874189e-02
   1.0000000e+00   5.0000000e+00   9.3567974e-01   1.8840452e-03  -2.5814245e-04   9.9078822e-02  -2.1204896e-02   5.9724247e-04   3.6117336e-01   7.9235749e-02   2.1807709e-02
   1.0000000e+00   4.3750000e+00   9.3423311e-01   1.7632761e-03  -1.9652570e-04   1.1406955e-01  -1.9603072e-02   2.6210206e-04   1.9102179e+00   1.1841798e-01   7.4437550e-03
   1.0000000e+00   3.5000000e+00   9.2752366e-01   1.6677888e-03  -1.1378830e-04   9.8774920e-02  -1.9596768e-02  -2.6333242e-04   2.3756781e+00   1.1412266e-01   7.7495397e-03
   1.0000000e+00   2.6923077e+00   9.2060166e-01   1.8213639e-03  -1.1955421e-04   1.3194298e-01  -2.2950809e-02  -1.3957909e-04   2.8245694e+00   1.4470518e-01   2.2700228e-03
   1.0000000e+00   2.1875000e+00   9.2935241e-01   1.8769675e-03  -9.3625226e-05   1.3575745e-01  -2.5524283e-02  -6.0465036e-04   2.7982317e+00   1.5847581e-01   6.6328318e-03
   1.0000000e+00   1.8421053e+00   9.3656931e-01   1.7687522e-03  -6.2474978e-05   1.5743513e-01  -2.8426630e-02  -1.3498163e-03   2.4628121e+00   1.7628626e-01   1.6234894e-02
   1.0000000e+00   1.5909091e+00   9.2938240e-01   1.6957461e-03  -3.9240799e-05   1.2509238e-01  -2.8341617e-02  -9.8517958e-04   2.6782854e+00   1.6688236e-01   1.4041178e-02
   2.0000000e+00   1.2000000e+01   7.6340370e-01   2.8311455e-03   8.7784755e-04  -1.0528934e+00  -1.9788828e-02   6.9303195e-03  -3.7868593e+00   7.6877506e-01   1.7424718e-01
   2.0000000e+00   1.0000000e+01   8.2478673e-01   3.8048564e-03   5.5116463e-04  -6.0337470e-01  -5.3664259e-02   1.6127571e-03   4.8760283e-02   4.4770815e-01   8.5291411e-02
   2.0000000e+00   8.5714286e+00   1.0132165e+00   4.8351660e-04  -9.6574036e-04   3.0291150e-01  -5.2268240e-02  -3.5668126e-04   2.3490278e+00   2.8591823e-01   2.0497625e-02
