% Calibration data is taken with slit array, hv=1keV, Uconv=0.1*Ep.
% WAM (mode=1) and LAD (mode=3) data taken on 26.02.2013, Ek=350eV for WAM and 600eV for LAD; 
% for WAM the Ep=40eV is missing; the WAM angular scale zero slightly drifted with Ep.
% MAM (mode=2)data taken on 30.01.2014, Ek=600eV. 
   2.0000000e+00   7.5000000e+00   9.5708136e-01   1.5895249e-03  -5.3801601e-04   2.5578373e-01  -5.3235553e-02  -7.5476739e-05   2.4991774e+00   1.9286898e-01   1.4686713e-02
   2.0000000e+00   6.6666667e+00   9.2782840e-01   1.2318005e-03  -3.8288588e-04   1.5718071e-01  -4.9498322e-02   8.7663337e-04   3.0540761e+00   1.4544714e-01  -2.9375903e-03
   2.0000000e+00   6.0000000e+00   8.9758672e-01   1.1934265e-03  -2.2681473e-04   6.4393674e-02  -4.9833857e-02   2.1689127e-03   2.0134532e+00   1.3894570e-01   1.9039625e-02
   2.0000000e+00   5.0000000e+00   9.6315181e-01   2.1745774e-03  -9.6708540e-04   6.1694709e-01  -3.5742960e-02   1.8491167e-03   4.3117049e+00  -5.2714209e-02  -2.9614572e-02
   2.0000000e+00   4.2857143e+00   8.8061723e-01   1.1420589e-03  -2.4107998e-04   3.5522605e-02  -4.2134093e-02   1.2462684e-03  -2.3505993e-01  -2.9622535e-02   7.6506177e-02
   2.0000000e+00   3.7500000e+00   8.3604179e-01   1.4563854e-03   3.4238938e-04  -2.2020728e-01  -4.7625697e-02   2.6158676e-03   1.2073054e+00   1.8789753e-01   3.9003591e-02
   2.0000000e+00   3.3333333e+00   8.5472996e-01   2.2077427e-03   2.1913633e-04  -8.3935875e-02  -4.7708154e-02   1.3911611e-03   2.1482459e+00   1.8466381e-01   2.1355393e-02
   2.0000000e+00   3.0000000e+00   8.8033923e-01   2.7350849e-03   5.2930675e-05   7.4992070e-02  -4.5016908e-02   8.6731942e-04   2.7334027e+00   1.6623259e-01   1.1169896e-02
   2.0000000e+00   2.6086957e+00   8.6080389e-01   2.9582837e-03   2.6876811e-04  -4.8866475e-02  -4.4468867e-02   3.0794569e-04   2.4451004e+00   1.5987892e-01   2.1482036e-02
   2.0000000e+00   2.3076923e+00   8.6939260e-01   3.0808461e-03   2.9024917e-04  -5.7687620e-02  -4.4296704e-02  -3.1359215e-04   1.2520497e+00   2.4316067e-01   5.3319916e-02
   2.0000000e+00   2.0689655e+00   8.8114430e-01   3.1895318e-03   2.5917070e-04  -3.6177198e-02  -4.4957985e-02  -9.3637200e-04   8.9044034e-01   2.8432750e-01   6.5562841e-02
   2.0000000e+00   1.8750000e+00   8.8190357e-01   3.3104458e-03   2.5970035e-04  -6.6930388e-02  -4.4925623e-02  -1.2009718e-03   6.4660172e-01   3.1089539e-01   7.3783136e-02
   2.0000000e+00   1.7142857e+00   8.5755429e-01   3.2986432e-03   4.9007648e-04  -1.3617042e-01  -4.3987221e-02  -1.4989395e-03   5.2155899e-01   3.1316903e-01   7.7923608e-02
   3.0000000e+00   3.0000000e+01   9.3131022e-01   8.2597450e-03   5.1081804e-04  -1.3402651e-01  -7.2246367e-02  -5.5988897e-03   1.5374868e+00   3.4599698e-01   4.9330743e-02
   3.0000000e+00   2.4000000e+01   9.2467526e-01   6.3341991e-03   1.7753699e-04  -4.3261422e-01  -5.5131881e-02  -1.9958705e-03   2.8918526e+00   2.1531420e-01   1.6078639e-02
   3.0000000e+00   2.0000000e+01   9.3393229e-01   3.3488154e-03  -1.1152565e-04  -5.5244530e-02  -3.8968289e-02  -9.5867096e-04   1.2268025e+00   8.4294093e-02   3.5574940e-02
   3.0000000e+00   1.7142857e+01   9.5059772e-01   3.8272919e-03  -5.5642471e-04   2.8256611e-01  -3.3916381e-02   2.9679522e-04   1.5630599e+00   5.0493715e-02   9.0972340e-03
   3.0000000e+00   1.5000000e+01   9.3402812e-01   4.3175605e-03  -1.0838535e-04  -6.6806770e-02  -4.4191578e-02  -1.1142718e-03   1.4536725e+00   9.4831758e-02   4.1854807e-02
   3.0000000e+00   1.2000000e+01   9.3498016e-01   4.0473169e-03  -8.4715514e-05  -7.7367878e-02  -4.5312966e-02  -1.5645238e-03   1.9968548e+00   1.4511322e-01   4.1655025e-02
   3.0000000e+00   1.0000000e+01   9.3092485e-01   3.1875552e-03  -6.5883380e-05  -2.5108918e-02  -3.4356190e-02  -7.5332491e-05   1.9673302e+00   8.5808907e-02   3.7330198e-02
   3.0000000e+00   7.5000000e+00   9.2899302e-01   3.0826568e-03  -1.5707219e-05  -6.2741266e-03  -3.3001991e-02   1.7303876e-04   2.2077348e+00   6.5493832e-02   3.7567881e-02
   3.0000000e+00   6.0000000e+00   9.2387684e-01   2.7580768e-03   8.5993606e-05   2.3771552e-03  -3.1345898e-02   4.5503776e-04   2.0704301e+00   3.7166065e-02   3.3210115e-02
   3.0000000e+00   5.0000000e+00   9.2170936e-01   2.9736780e-03   8.2170413e-05   4.1645762e-03  -2.6929763e-02   1.3352710e-04   2.6869195e+00   5.1833013e-02   2.0828516e-02
   3.0000000e+00   4.2857143e+00   9.2617785e-01   2.8454061e-03   7.3152173e-05   1.0271635e-01  -2.7756657e-02   1.6176086e-04   2.7132439e+00   1.7374439e-02   1.3080123e-02
   3.0000000e+00   3.5294118e+00   9.2064153e-01   2.9982272e-03   7.8310905e-05   2.1679619e-03  -2.4080499e-02   4.9988504e-04   2.7449118e+00   4.2088094e-02   1.6814754e-02
   3.0000000e+00   3.0000000e+00   9.2029058e-01   2.8926509e-03   7.4431320e-05   1.1011673e-02  -2.2522534e-02   5.4270980e-04   2.8238914e+00   6.2191053e-02   2.1547114e-02
   3.0000000e+00   2.4000000e+00   9.2055433e-01   3.0481727e-03   1.0739890e-04   4.7432488e-02  -2.2275385e-02   5.4720232e-04   2.8764483e+00   4.2127172e-02   1.7435568e-02
   3.0000000e+00   2.0000000e+00   9.2212435e-01   3.0485849e-03   5.0553969e-05   3.0420616e-02  -2.1232073e-02   5.7598728e-04   2.6726310e+00   5.5332318e-02   2.2860502e-02
   3.0000000e+00   1.7142857e+00   9.2326920e-01   3.0488348e-03   4.5036335e-05   3.4798953e-02  -1.9970755e-02   3.2405038e-04   2.7769612e+00   6.0283280e-02   2.0726711e-02
