% WAM data: Derived from the data taken on 10.07.2013 with Ag3d doublet, 
% only the high-energy peak, Ek~350eV, range +/-14deg, Uconv=0
   1.0000000e+00   3.0000000e+01   2.1306546e-08   1.4768044e-07  -2.8795764e-05  -8.5032310e-05
%   1.0000000e+00   3.0000000e+01   1.0393199e-07   3.3741764e-07  -3.8090737e-05  -9.8030810e-05
   1.0000000e+00   3.5000000e+01   1.0631018e-07   7.5754682e-07  -5.1340744e-05  -1.5328049e-04
   1.0000000e+00   4.0000000e+01   1.0080948e-07   6.8498696e-07  -4.7175019e-05  -1.3615200e-04
   1.0000000e+00   5.0000000e+01   7.9379740e-08   5.8225266e-07  -4.1056249e-05  -1.1444108e-04
   1.0000000e+00   6.0000000e+01   6.4803800e-08   4.9031506e-07  -3.5221582e-05  -9.4853610e-05
   1.0000000e+00   7.0000000e+01   5.2840298e-08   4.0994889e-07  -3.2070365e-05  -8.0827960e-05
   1.0000000e+00   8.0000000e+01   3.4672706e-08   2.4991694e-07  -2.5523078e-05  -5.1622928e-05
   1.0000000e+00   9.0000000e+01   2.8673121e-08   2.1401474e-07  -2.5286271e-05  -4.5141067e-05
   1.0000000e+00   1.0000000e+02   2.7832710e-08   2.0968809e-07  -2.5140436e-05  -4.3153996e-05
   1.0000000e+00   1.1000000e+02   3.0312848e-08   2.7422049e-07  -2.8034394e-05  -5.4651777e-05
   1.0000000e+00   1.2000000e+02   2.7064196e-08   2.6192190e-07  -2.6748270e-05  -5.2730280e-05
   1.0000000e+00   1.3000000e+02   2.3602394e-08   2.4425979e-07  -2.5610484e-05  -5.0146420e-05
   1.0000000e+00   1.5000000e+02   2.1596039e-08   2.3548527e-07  -2.4195916e-05  -4.7598225e-05
   1.0000000e+00   1.7000000e+02   2.2027151e-08   2.2445147e-07  -2.3256239e-05  -4.4669348e-05
   1.0000000e+00   1.9000000e+02   2.1021630e-08   2.0826566e-07  -2.2647293e-05  -4.1608327e-05
   1.0000000e+00   2.1000000e+02   1.9713603e-08   1.9696854e-07  -2.2082909e-05  -3.9933074e-05
   1.0000000e+00   2.3000000e+02   1.6458739e-08   1.6959803e-07  -2.0449888e-05  -3.4962645e-05
% LAD data: Derived from the data taken on 08.09.2011 with Bi4f doublet, 
% only the high-energy peak, Ek~335eV, range +/-8deg, Uconv=0.
   2.0000000e+00   2.0000000e+01  -3.8292981e-07  -6.8686463e-07  -2.0384950e-05  -4.4744837e-05
   2.0000000e+00   3.0000000e+01  -9.1341088e-08  -3.3673794e-07  -3.8264046e-05  -3.3915924e-05
   2.0000000e+00   4.0000000e+01  -1.9917581e-08   7.3363282e-08  -4.2197301e-05  -3.1728725e-05
   2.0000000e+00   5.0000000e+01   2.7592216e-08  -1.3185723e-07  -4.5099978e-05  -2.6869346e-05
   2.0000000e+00   6.0000000e+01  -4.6319220e-08  -8.6985546e-08  -4.2574396e-05  -2.9587033e-05
   2.0000000e+00   7.0000000e+01   6.3612583e-08   1.3971578e-07  -4.7547438e-05  -3.1673379e-05
   2.0000000e+00   8.0000000e+01   7.1098497e-08   7.5987040e-08  -4.7584179e-05  -3.1804050e-05
   2.0000000e+00   1.0000000e+02   3.7604619e-08  -9.4977276e-08  -4.7238403e-05  -2.3134884e-05
   2.0000000e+00   1.2500000e+02  -2.9897730e-08  -9.9245647e-08  -4.5563467e-05  -2.1980214e-05
   2.0000000e+00   1.5000000e+02   5.9584031e-08   1.8400067e-07  -4.9629554e-05  -2.9789333e-05
   2.0000000e+00   2.0000000e+02   6.7021293e-08  -6.2406963e-08  -4.9811175e-05  -2.2856145e-05
   2.0000000e+00   2.5000000e+02   4.3345596e-09  -6.4595199e-08  -4.7740393e-05  -2.3217752e-05
   2.0000000e+00   3.0000000e+02   3.1404303e-08   6.1270702e-08  -4.8883771e-05  -2.6030532e-05
